TELEGRAM_DATE;TELEGRAM_TYPE;BALAST_FLAG;LATITUDE_DEGREES;LATITUDE_SECONDS;LONGITUDE_DEGREES;LONGITUDE_SECONDS;VESSEL_COURSE;DRAFT;ENGINE_RPM;WIND_DIRECTION;WIND_FORCE;AVERAGE_SPEED;HOURS_SLC;MINUTES_SLC;ME_CONS_24H;TRIM;ME_CONS_PER_MILE;WAVEH;WAVED;SWELLH;SWELLD;PORT_NAME
2019-11-05 12:00:00;N;L;17;2;8;4;235;9.555;86.5;135;5;12.71;24;0;18.3;0.27;0;1;135;4;157;
2019-11-06 12:00:00;N;L;21;3;11;27;235;9.555;86.7;135;4;12.68;25;0;18.432;0.27;0;1;135;4;157;
2019-11-07 12:00:00;N;L;25;59;13;45;235;9.555;86.6;112;5;12.86;24;0;18.3;0.27;0;2;112;3;112;
2019-11-08 12:00:00;N;L;30;58;16;11;235;9.555;87.4;45;3;13.09;24;0;18.6;0.27;0;1;45;1;90;
2019-11-09 12:00:00;N;L;34;59;19;41;235;9.5;87.2;45;4;13.05;24;0;18.7;0.4;0;1;45;1;157;
2019-11-10 12:00:00;N;L;39;45;22;19;238;9.5;87.1;22;4;12.96;24;0;18.5;0.4;0;1;22;1;157;
2019-11-11 12:00:00;N;L;44;44;24;53;254;9.5;86.8;135;5;13.28;25;0;18.336000000000002;0.4;0;1;135;2;135;
2019-11-11 23:20:00;A;L;48;29;25;30;254;9.5;87.7;112;6;12.43;10;20;20.206451612903223;0.4;0;2;112;2;135;Paranagua
2019-11-24 14:10:00;D;B;48;29;25;30;;5.3;;;;;0;0;5.32;2.6;;0;0;0;0;Paranagua
2019-11-25 12:00:00;N;B;47;29;28;16;185;5.3;68.1;112;5;9.22;21;50;9.673282442748093;2.6;0;1;112;3;157;
2019-11-26 12:00:00;N;B;49;49;31;44;232;5.415;66.5;22;6;9.96;24;0;9.5;2.47;0;3;22;3;22;
2019-11-27 02:00:00;A;B;52;4;32;5;252;5.55;70.0;45;5;9.21;14;0;11.228571428571428;2.1;0;2;45;3;45;Rio Grande
2019-11-28 17:00:00;D;B;52;4;32;5;;5.815;;;;;0;0;2.1;1.73;;0;0;0;0;Rio Grande
2019-11-29 12:00:00;N;B;55;4;35;12;270;5.4;85.6;337;5;13.5;19;0;18.063157894736843;2.4;0;2;337;2;135;
2019-11-29 15:00:00;A;B;0;0;0;0;278;5.4;82.2;337;5;12.53;3;0;18.8;2.4;0;2;337;0;0;RECALADA
2019-12-05 12:00:00;D;B;58;52;33;25;;9.5;;;;;0;0;21.52;0.6;;0;0;0;0;Nueva Palmira
2019-12-06 12:00:00;N;B;50;39;32;23;50;9.5;86.3;270;5;13.07;24;0;18.2;0.6;0;2;270;2;180;
2019-12-07 12:00:00;N;B;45;21;29;50;50;9.5;86.7;202;5;12.42;24;0;18.4;0.6;0;2;202;2;202;
2019-12-08 12:00:00;N;B;41;5;26;28;50;9.5;86.4;202;4;13.23;23;0;18.36521739130435;0.6;0;2;202;2;202;
2019-12-09 12:00:00;N;B;38;1;22;23;31;9.5;85.7;67;5;12.5;24;0;18.3;0.6;0;2;67;2;202;
2019-12-10 12:00:00;N;B;36;31;17;20;21;9.5;86.2;67;4;12.65;24;0;18.4;0.6;0;2;67;3;202;
2019-12-11 12:00:00;N;L;34;0;13;24;21;9.5;85.7;67;5;12.23;24;0;18.5;0.6;0;2;67;3;202;
2019-12-12 12:00:00;N;L;32;19;8;35;21;9.5;86.8;90;5;12.53;24;0;18.7;0.6;0;2;90;2;202;
2019-12-13 12:00:00;N;L;30;48;3;52;21;9.5;87.1;90;4;12.63;23;0;18.834782608695654;0.6;0;2;90;2;202;
2019-12-14 12:00:00;N;L;29;59;0;3;21;9.5;87.1;90;5;12.81;24;0;18.55;0.6;0;2;90;2;0;
2019-12-15 12:00:00;N;L;27;45;5;22;19;9.5;86.4;45;5;12.67;24;0;18.6;0.6;0;2;45;3;22;
2019-12-16 12:00:00;N;L;25;16;10;46;19;9.5;86.3;22;5;11.95;24;0;18.6;0.6;0;2;22;3;22;
2019-12-17 12:00:00;N;L;24;30;14;14;19;9.5;83.7;45;7;11.24;24;0;18.2;0.6;0;3;45;3;45;
2019-12-18 12:00:00;N;L;22;27;18;43;21;9.5;82.1;22;6;10.56;24;0;17.4;0.6;0;3;22;4;0;
2019-12-19 12:00:00;N;L;21;21;22;8;21;9.5;83.3;67;6;10.88;23;0;17.843478260869567;0.6;0;3;67;3;337;
2019-12-20 12:00:00;N;L;19;34;26;18;22;9.5;85.2;67;5;11.33;24;0;18.1;0.4;0;2;67;5;292;
2019-12-21 12:00:00;N;L;17;50;30;6;27;9.5;84.6;315;4;11.72;24;0;17.4;0.4;0;2;315;5;292;
2019-12-22 12:00:00;N;L;15;5;35;40;6;9.5;83.6;270;4;11.23;24;0;16.8;0.4;0;1;270;5;292;
2019-12-23 12:00:00;N;L;12;54;38;33;33;9.5;84.9;202;5;11.82;24;0;18.5;0.4;0;2;202;5;292;
2019-12-24 12:00:00;N;L;9;7;43;47;0;9.5;83.2;202;5;12.42;23;0;18.678260869565214;0.4;0;2;202;4;292;
2019-12-25 12:00:00;N;L;6;1;47;46;28;9.5;86.0;112;6;11.11;24;0;17.3;0.4;0;2;112;4;292;
2019-12-26 12:00:00;N;L;1;7;50;2;75;9.5;86.7;157;7;13.01;24;0;17.45;0.4;0;3;157;3;270;
2019-12-27 12:00:00;N;L;3;34;53;56;53;9.6;87.0;112;5;12.6;24;0;16.9;0;0;2;112;2;247;
2019-12-28 12:00:00;N;L;9;36;57;29;65;9.65;88.6;180;5;13.13;24;0;17.8;0.3;0;2;180;2;180;
2019-12-29 12:00:00;N;L;10;5;55;59;180;9.65;80.3;202;6;10.04;24;0;15.0;0.3;0;2;202;0;0;
2019-12-30 12:00:00;N;L;17;56;54;51;75;9.6;87.1;225;7;12.81;23;0;17.217391304347824;0;0;3;225;2;247;
2019-12-30 15:54:00;A;L;19;46;54;22;111;9.6;89.0;225;6;13.77;3;54;18.461538461538463;0;0;2;225;2;247;Kaliningrad
2020-01-17 16:00:00;D;B;20;42;54;27;;5.625;;;;;0;0;3.25;2.45;;0;0;0;0;Kaliningrad
2020-01-18 12:00:00;N;B;21;5;55;49;53;5.875;83.0;225;5;12.72;23;40;11.459154929577466;1.95;0;2;225;2;202;
2020-01-19 03:00:00;A;B;27;32;59;36;147;4.55;87.0;225;4;13.27;15;0;12.8;0.1;0;2;225;2;292;Sillamae
2020-01-26 08:00:00;D;L;27;25;59;44;;10.375;;;;;0;0;1.4;0.21;;0;0;0;0;Sillamae
2020-01-26 12:00:00;N;L;27;26;59;43;327;0;69.0;292;7;9.93;4;0;10.2;0;0;2;315;1;45;
2020-01-27 12:00:00;N;L;20;4;58;14;213;10.375;71.0;225;6;9.52;26;0;9.23076923076923;0.21;0;2;225;2;247;
2020-01-28 12:00:00;N;L;14;30;55;49;242;10.4;73.0;157;5;9.62;25;0;9.792;0.1;0;2;180;1;135;
2020-01-29 12:00:00;N;L;10;56;55;59;39;10.4;74.0;270;5;10.53;24;0;11.4;0.1;0;2;247;1;225;
2020-01-29 23:00:00;A;L;11;35;57;39;37;10.4;72.0;270;5;10.55;11;0;10.909090909090908;0.1;0;2;247;1;225;Skaw
2020-01-30 05:00:00;D;L;10;54;57;37;;10.4;;;;;0;0;0.2;0.1;;0;0;0;0;Skaw
2020-01-30 12:00:00;N;L;9;44;57;44;248;10.4;72.0;247;4;9.99;7;0;7.200000000000001;0.1;0;1;270;1;225;
2020-01-31 12:00:00;N;L;6;35;55;3;211;10.4;71.0;225;7;7.76;24;0;11.6;0.1;0;3;225;3;292;
2020-02-01 12:00:00;N;L;3;41;52;3;208;10.25;72.0;247;6;8.65;24;0;12.0;0.5;0;3;315;3;315;
2020-02-02 12:00:00;N;L;1;14;50;25;255;10.25;74.0;247;7;10.06;24;0;12.0;0.5;0;3;247;3;247;
2020-02-03 12:00:00;N;L;6;59;48;16;233;10.25;72.0;247;6;8.26;25;0;11.904000000000002;0.5;0;3;247;4;292;
2020-02-04 12:00:00;N;L;10;46;46;40;233;10.25;74.0;337;5;9.23;24;0;12.5;0.5;0;4;337;3;337;
2020-02-05 12:00:00;N;L;15;10;44;35;233;10.15;74.0;135;5;10.1;25;0;11.424000000000001;0.3;0;2;135;3;337;
2020-02-06 12:00:00;N;L;20;48;41;16;236;10.15;77.0;292;5;10.87;24;0;14.0;0.3;0;2;292;3;270;
2020-02-07 12:00:00;N;L;23;53;39;59;236;10.15;77.0;247;6;8.51;24;0;13.0;0.3;0;3;247;4;270;
2020-02-08 12:00:00;N;L;28;2;37;24;270;10.15;77.0;270;6;9.94;25;0;14.4;0.3;0;3;270;3;292;
2020-02-09 12:00:00;N;L;33;44;37;11;263;10.15;80.0;270;6;9.3;24;0;14.6;0.3;0;3;270;4;292;
2020-02-10 12:00:00;N;L;38;13;37;12;263;10.15;80.0;247;5;10.07;24;0;14.800000000000002;0.3;0;3;270;4;292;
2020-02-11 12:00:00;N;L;43;40;36;31;263;10.15;80.0;225;5;10.34;25;0;14.4;0.3;0;2;225;3;337;
2020-02-12 12:00:00;N;L;48;8;36;53;263;10.15;81.0;225;5;10.92;24;0;15.0;0.3;0;2;225;3;270;
