TELEGRAM_DATE;TELEGRAM_TYPE;BALAST_FLAG;LATITUDE_DEGREES;LATITUDE_SECONDS;LONGITUDE_DEGREES;LONGITUDE_SECONDS;VESSEL_COURSE;DRAFT;ENGINE_RPM;WIND_DIRECTION;WIND_FORCE;AVERAGE_SPEED;HOURS_SLC;MINUTES_SLC;ME_CONS_24H
2019-07-28 11:15:00;D;B;21;42;55;7;;5.115;;;;;;;1.9
2019-07-28 12:00:00;N;B;20;3;56;32;324;5.115;89.0;67;3;14.27;0;45;0.5
2019-07-29 10:30:00;A;B;25;50;59;30;79;5.115;90.1;112;5;14.07;22;30;16.8
2019-07-29 18:30:00;D;B;28;41;59;25;;5.11;;;;;;;1
2019-07-29 23:40:00;A;B;28;41;59;25;104;5.11;88.4;202;2;14.03;5;10;3.5
2019-08-01 20:30:00;D;L;28;41;59;25;;10.715;;;;;;;2.7
2019-08-02 12:00:00;N;L;21;16;59;52;232;10.49;88.9;0;3;13.3;15;30;10.6
2019-08-03 12:00:00;N;L;15;36;55;13;255;10.49;89.6;337;3;13.22;25;0;17.9
2019-08-04 01:00:00;A;L;10;25;56;55;266;10.49;88.7;315;4;13.18;13;0;9.6
2019-08-04 16:00:00;D;L;10;25;56;55;;10.49;;;;;;;9.9
2019-08-05 12:00:00;N;L;4;4;58;39;297;10.49;88.9;157;4;13.5;20;0;15
2019-08-06 12:00:00;N;L;5;23;59;22;261;10.49;89.0;135;3;13.37;25;0;18.7
2019-08-07 12:00:00;N;L;15;3;58;7;251;10.49;88.3;22;5;13.09;24;0;17.1
2019-08-08 12:00:00;N;L;24;1;56;18;244;10.49;88.5;22;4;12.97;25;0;18
2019-08-09 12:00:00;N;L;32;30;53;8;238;10.49;87.4;337;5;12.97;24;0;16.9
2019-08-10 12:00:00;N;L;38;34;50;56;233;10.49;88.3;315;4;12.79;24;0;17.1
2019-08-11 12:00:00;N;L;44;27;47;37;228;10.53;87.2;202;6;11.65;25;0;18.2
2019-08-12 12:00:00;N;L;49;0;44;49;225;10.53;87.9;225;4;12.56;24;0;17.8
2019-08-13 12:00:00;N;L;55;27;41;49;237;10.66;87.5;247;5;12.25;25;0;18.35
2019-08-14 12:00:00;N;L;60;6;39;31;237;10.66;88.9;225;5;10.76;24;0;18.26
2019-08-15 12:00:00;N;L;64;46;36;33;233;10.66;84.0;247;7;9.48;25;0;18.82
2019-08-16 12:00:00;N;L;69;42;33;17;231;10.66;86.8;225;5;12.36;24;0;18.97
2019-08-17 12:00:00;N;L;74;13;30;1;228;10.66;88.4;225;4;12.81;25;0;19.63
2019-08-18 12:00:00;N;L;78;35;27;54;253;10.66;88.1;135;4;12.94;24;0;18.37
2019-08-19 12:00:00;N;L;81;56;23;4;246;10.66;88.9;90;5;11.2;25;0;19.05
2019-08-20 12:00:00;N;L;85;25;24;50;294;10.66;88.04;22;4;11.38;24;0;18.27
2019-08-21 12:00:00;N;L;89;43;27;2;1;10.66;87.14;90;4;13.01;24;0;17.76
2019-08-21 16:15:00;A;L;90;56;29;3;333;10.66;89.7;90;4;13.25;4;15;3.27
2019-08-31 00:35:00;D;B;90;56;29;3;;5.15;;;;;;;12.16
2019-08-31 12:00:00;N;B;92;53;27;11;265;5.05;88.7;67;3;14.37;11;25;8.38
2019-08-31 21:30:00;A;L;94;18;29;47;302;5.05;89.6;67;3;14.66;9;30;7.04
2019-09-07 20:50:00;D;L;94;18;29;47;;8.94;;;;;;;3.03
2019-09-08 12:00:00;N;L;93;54;25;56;104;8.94;88.5;157;4;14.4;15;10;11.25
2019-09-09 12:00:00;N;L;88;37;24;9;104;8.94;89.0;112;3;13.51;24;0;18
2019-09-10 12:00:00;N;L;82;44;23;45;89;8.94;87.0;67;4;13.22;23;0;17
2019-09-11 12:00:00;N;L;77;6;22;27;133;8.88;87.6;67;5;13.18;24;0;18.05
2019-09-12 12:00:00;N;L;72;16;20;6;98;8.88;88.8;135;3;13.6;24;0;18.35
2019-09-13 12:00:00;N;L;68;56;17;5;147;8.88;87.5;135;5;13.1;23;0;17.3
2019-09-14 12:00:00;N;L;63;58;14;39;105;8.88;87.3;112;4;13.19;24;0;18.2
2019-09-15 12:00:00;N;L;58;8;13;35;116;8.88;87.7;90;4;13.26;24;0;18.25
2019-09-16 12:00:00;N;L;54;3;11;11;116;8.88;86.0;90;5;11.98;24;0;18
2019-09-17 12:00:00;N;L;49;26;9;46;104;8.75;86.3;157;4;12.24;23;0;17.25
2019-09-18 12:00:00;N;L;44;36;8;32;97;8.75;87.5;157;4;13.2;24;0;18.2
2019-09-19 12:00:00;N;L;39;57;7;1;97;8.75;87.2;112;4;13.83;24;0;18.2
2019-09-20 12:00:00;N;L;33;17;7;52;97;9.75;87.6;157;3;13.51;23;0;17.5
2019-09-21 12:00:00;N;L;28;34;6;15;97;8.75;87.5;157;5;14.14;24;0;18.5
2019-09-22 12:00:00;N;L;22;51;5;34;97;8.75;85.4;157;4;14.35;24;0;18.15
2019-09-23 12:00:00;N;L;16;8;5;59;97;8.75;86.3;157;4;14.08;24;0;18.3
2019-09-24 12:00:00;N;L;11;27;4;44;97;8.75;86.4;157;4;13.89;23;0;17.65
2019-09-25 12:00:00;N;L;6;53;3;6;92;8.75;85.8;180;3;14.22;24;0;18.2
2019-09-26 00:00:00;A;L;1;52;4;44;100;8.75;85.82;180;3;14.81;12;0;9.05
2019-09-26 12:25:00;D;L;1;52;4;44;;8.9;;;;;;;2.35
2019-09-27 12:00:00;N;L;2;33;5;15;60;8.9;86.2;247;3;14.13;22;35;17.15
2019-09-27 17:30:00;A;L;3;27;6;23;60;8.9;87.3;247;4;13.84;5;30;4.15
2019-09-28 20:00:00;D;L;3;27;6;23;;8.9;;;;;;;2.6
2019-09-29 12:00:00;N;L;6;53;3;11;85;8.9;88.1;247;3;14.38;16;0;12.5
2019-09-29 15:30:00;A;L;7;45;4;0;31;8.9;89.4;247;3;16.41;3;5;2.7
2019-10-30 15:50:00;D;L;7;41;4;9;;9.555;;;;;;;10.95
2019-10-31 11:20:00;A;L;3;8;6;35;315;9.555;86.8;247;3;14.39;19;30;14.9
2019-10-31 16:00:00;D;B;3;19;6;24;;9.555;;;;;;;1.95
2019-11-01 12:00:00;N;L;0;47;3;5;235;9.555;85.82;225;3;13.53;20;0;15.2
2019-11-02 12:00:00;N;L;4;46;0;25;235;9.555;86.1;225;3;12.74;25;0;19.15
2019-11-03 12:00:00;N;L;8;13;2;42;235;9.555;86.0;180;4;13.11;24;0;18.2
2019-11-04 12:00:00;N;L;12;8;5;53;235;9.555;86.8;112;4;12.8;24;0;18.25
2019-11-05 12:00:00;N;L;17;2;8;4;235;9.555;86.5;135;5;12.71;24;0;18.3
2019-11-06 12:00:00;N;L;21;3;11;27;235;9.555;86.7;135;4;12.68;25;0;19.2
2019-11-07 12:00:00;N;L;25;59;13;45;235;9.555;86.6;112;5;12.86;24;0;18.3
2019-11-08 12:00:00;N;L;30;58;16;11;235;9.555;87.4;45;3;13.09;24;0;18.6
2019-11-09 12:00:00;N;L;34;59;19;41;235;9.5;87.2;45;4;13.05;24;0;18.7
2019-11-10 12:00:00;N;L;39;45;22;19;238;9.5;87.1;22;4;12.96;24;0;18.5
2019-11-11 12:00:00;N;L;44;44;24;53;254;9.5;86.8;135;5;13.28;25;0;19.1
2019-11-11 23:20:00;A;L;48;29;25;30;254;9.5;87.7;112;6;12.43;10;20;8.7
2019-11-24 14:10:00;D;B;48;29;25;30;;5.3;;;;;;;5.32
2019-11-25 12:00:00;N;B;47;29;28;16;185;5.3;68.1;112;5;9.22;21;50;8.8
2019-11-26 12:00:00;N;B;49;49;31;44;232;5.415;66.5;22;6;9.96;24;0;9.5
2019-11-27 02:00:00;A;B;52;4;32;5;252;5.55;70.0;45;5;9.21;14;0;6.55
2019-11-28 17:00:00;D;B;52;4;32;5;;5.815;;;;;;;2.1
2019-11-29 12:00:00;N;B;55;4;35;12;270;5.4;85.6;337;5;13.5;19;0;14.3
2019-11-29 15:00:00;A;B;0;0;0;0;278;5.4;82.2;337;5;12.53;3;0;2.35
2019-12-05 12:00:00;D;B;58;52;33;25;;9.5;;;;;;;21.52
2019-12-06 12:00:00;N;B;50;39;32;23;50;9.5;86.3;270;5;13.07;24;0;18.2
2019-12-07 12:00:00;N;B;45;21;29;50;50;9.5;86.7;202;5;12.42;24;0;18.4
2019-12-08 12:00:00;N;B;41;5;26;28;50;9.5;86.4;202;4;13.23;23;0;17.6
2019-12-09 12:00:00;N;B;38;1;22;23;31;9.5;85.7;67;5;12.5;24;0;18.3
2019-12-10 12:00:00;N;B;36;31;17;20;21;9.5;86.2;67;4;12.65;24;0;18.4
2019-12-11 12:00:00;N;L;34;0;13;24;21;9.5;85.7;67;5;12.23;24;0;18.5
2019-12-12 12:00:00;N;L;32;19;8;35;21;9.5;86.8;90;5;12.53;24;0;18.7
2019-12-13 12:00:00;N;L;30;48;3;52;21;9.5;87.1;90;4;12.63;23;0;18.05
2019-12-14 12:00:00;N;L;29;59;0;3;21;9.5;87.1;90;5;12.81;24;0;18.55
2019-12-15 12:00:00;N;L;27;45;5;22;19;9.5;86.4;45;5;12.67;24;0;18.6
2019-12-16 12:00:00;N;L;25;16;10;46;19;9.5;86.3;22;5;11.95;24;0;18.6
2019-12-17 12:00:00;N;L;24;30;14;14;19;9.5;83.7;45;7;11.24;24;0;18.2
2019-12-18 12:00:00;N;L;22;27;18;43;21;9.5;82.1;22;6;10.56;24;0;17.4
2019-12-19 12:00:00;N;L;21;21;22;8;21;9.5;83.3;67;6;10.88;23;0;17.1
2019-12-20 12:00:00;N;L;19;34;26;18;22;9.5;85.2;67;5;11.33;24;0;18.1
2019-12-21 12:00:00;N;L;17;50;30;6;27;9.5;84.6;315;4;11.72;24;0;17.4
2019-12-22 12:00:00;N;L;15;5;35;40;6;9.5;83.6;270;4;11.23;24;0;16.8
2019-12-23 12:00:00;N;L;12;54;38;33;33;9.5;84.9;202;5;11.82;24;0;18.5
2019-12-24 12:00:00;N;L;9;7;43;47;0;9.5;83.2;202;5;12.42;23;0;17.9
2019-12-25 12:00:00;N;L;6;1;47;46;28;9.5;86.0;112;6;11.11;24;0;17.3
2019-12-26 12:00:00;N;L;1;7;50;2;75;9.5;86.7;157;7;13.01;24;0;17.45
2019-12-27 12:00:00;N;L;3;34;53;56;53;9.6;87.0;112;5;12.6;24;0;16.9
2019-12-28 12:00:00;N;L;9;36;57;29;65;9.65;88.6;180;5;13.13;24;0;17.8
2019-12-29 12:00:00;N;L;10;5;55;59;180;9.65;80.3;202;6;10.04;24;0;15
2019-12-30 12:00:00;N;L;17;56;54;51;75;9.6;87.1;225;7;12.81;23;0;16.5
2019-12-30 15:54:00;A;L;19;46;54;22;111;9.6;89.0;225;6;13.77;3;54;3
2020-01-17 16:00:00;D;B;20;42;54;27;;5.625;;;;;;;3.25
2020-01-18 12:00:00;N;B;21;5;55;49;53;5.875;83.0;225;5;12.72;23;40;11.3
2020-01-19 03:00:00;A;B;27;32;59;36;147;4.55;87.0;225;4;13.27;15;0;8
2020-01-26 08:00:00;D;L;27;25;59;44;;10.375;;;;;;;1.4
2020-01-26 12:00:00;N;L;27;26;59;43;327;0;69.0;292;7;9.93;4;0;1.7
2020-01-27 12:00:00;N;L;20;4;58;14;213;10.375;71.0;225;6;9.52;26;0;10
2020-01-28 12:00:00;N;L;14;30;55;49;242;10.4;73.0;157;5;9.62;25;0;10.2
2020-01-29 12:00:00;N;L;10;56;55;59;39;10.4;74.0;270;5;10.53;24;0;11.4
2020-01-29 23:00:00;A;L;11;35;57;39;37;10.4;72.0;270;5;10.55;11;0;5
2020-01-30 05:00:00;D;L;10;54;57;37;;10.4;;;;;;;0.2
2020-01-30 12:00:00;N;L;9;44;57;44;248;10.4;72.0;247;4;9.99;7;0;2.1
2020-01-31 12:00:00;N;L;6;35;55;3;211;10.4;71.0;225;7;7.76;24;0;11.6
2020-02-01 12:00:00;N;L;3;41;52;3;208;10.25;72.0;247;6;8.65;24;0;12
2020-02-02 12:00:00;N;L;1;14;50;25;255;10.25;74.0;247;7;10.06;24;0;12
2020-02-03 12:00:00;N;L;6;59;48;16;233;10.25;72.0;247;6;8.26;25;0;12.4
2020-02-04 12:00:00;N;L;10;46;46;40;233;10.25;74.0;337;5;9.23;24;0;12.5
2020-02-05 12:00:00;N;L;15;10;44;35;233;10.15;74.0;135;5;10.1;25;0;11.9
2020-02-06 12:00:00;N;L;20;48;41;16;236;10.15;77.0;292;5;10.87;24;0;14
2020-02-07 12:00:00;N;L;23;53;39;59;236;10.15;77.0;247;6;8.51;24;0;13
2020-02-08 12:00:00;N;L;28;2;37;24;270;10.15;77.0;270;6;9.94;25;0;15
2020-02-09 12:00:00;N;L;33;44;37;11;263;10.15;80.0;270;6;9.3;24;0;14.6
2020-02-10 12:00:00;N;L;38;13;37;12;263;10.15;80.0;247;5;10.07;24;0;14.8
2020-02-11 12:00:00;N;L;43;40;36;31;263;10.15;80.0;225;5;10.34;25;0;15
2020-02-12 12:00:00;N;L;48;8;36;53;263;10.15;81.0;225;5;10.92;24;0;15
